smiles,mol_weight,NumAr,reagent-info
CC1(c2ccccc2)CC1NC1CCC(N)CC1,244.19394876799998,1,CHEMBL3955397
N[C@H]1C2CCC1c1c(O)cccc12,175.099714036,1,CHEMBL309111
CC(CCCN)Nc1cc(O)cc2cccnc12,245.152812228,2,CHEMBL131144
NC(Cc1ccccc1)[PH](=O)O,185.06056525399998,1,CHEMBL37846
Cc1cccc(C)c1OCC(O)CN,195.125928784,1,CHEMBL1621333
c1cc2c(cc1NC1=NCCN1)OCCO2,219.100776656,1,CHEMBL42139
N[C@H]1CC[C@H](N[C@@H]2C[C@H]2c2ccccc2)CC1,230.17829870399999,1,CHEMBL3781751
Cc1ccc2c(ccn2CC(C)N)c1,188.131348512,2,CHEMBL93850
COCCOc1ccc2[nH]c(CN)cc(=O)c2c1,248.116092372,2,CHEMBL4457826
O=C(NCC1=NCCN1)c1ccccc1,203.105862036,1,CHEMBL213217
O=C(NCC1=NCCN1)c1ccccc1,203.105862036,1,1733263
Cc1ccc(C2=NCC(C)N2)cc1,174.115698448,1,CHEMBL13742
CC1(N)C(=O)CCc2ccccc21,175.099714036,1,CHEMBL28919
NCc1ccc(-c2ncccn2)cc1,185.095297352,2,CHEMBL4210507
NCc1ccc(-c2ncccn2)cc1,185.095297352,2,12370550
NCc1csc(NC(=O)c2ncccn2)n1,235.052780908,2,CHEMBL1917685
NC1Cc2cc3c(cc2C1)OCO3,177.078978592,1,CHEMBL162375
NC1Cc2cc3c(cc2C1)OCO3,177.078978592,1,6091496
CC(N)c1cccc(Cl)c1Cl.Cl,224.98788236,1,CHEMBL1255749
NCc1cc(Oc2cccc3[nH]ccc23)ncn1,240.101111004,3,CHEMBL4597078
COc1ccc(C(=O)C(C)N)c(OC)c1,209.10519334,1,CHEMBL318060
CCn1c(=O)c(C(N)=O)c(N)c2ccc(C)nc21,246.111675688,2,CHEMBL306025
COCC(N)c1ccc(Cl)cc1,185.060741684,1,CHEMBL4563613
Clc1cccc2c1OC(C1=NCCN1)C2,222.055990652,1,CHEMBL1195871
CCOCc1noc(C2CN=CNC2)n1,210.111675688,1,CHEMBL1183091
C[C@@H]1SC(c2ccccc2O)=N[C@@H]1CO,223.066699656,1,CHEMBL1651095
Cc1c(C)n(CCCC(N)=O)c2ccccc12,230.141913196,2,CHEMBL3252114
NC(=O)c1n[nH]cc1N,126.05416081199999,1,CHEMBL1688205
NC(=O)c1n[nH]cc1N,126.05416081199999,1,1072662
COc1ccccc1C(=O)C(C)N,179.094628656,1,CHEMBL336500
NC(=O)c1cccnc1Nc1ccccc1Cl,247.05123962,2,CHEMBL1426909
